"Date" "IBM.Open" "IBM.High" "IBM.Low" "IBM.Close" "IBM.Adjusted" "IBM.Volume"
2611 1972-07-20 19.5 19.575001 19.475 19.5375 5.06129 464000
2612 1972-07-21 19.5375 19.825001 19.4625 19.825001 5.135772 502000
2613 1972-07-24 19.9 20.049999 19.9 19.9375 5.164913 760000
2614 1972-07-25 19.9375 20.025 19.9 19.9 5.1552 672000
2615 1972-07-26 19.9 19.90625 19.65 19.725 5.109863 1080000
2616 1972-07-27 19.725 19.9 19.725 19.85 5.142246 418000
2617 1972-07-28 19.85 19.987499 19.8125 19.9 5.1552 390000
2618 1972-07-31 19.9125 20.0375 19.9125 20.0375 5.190816 430000
2619 1972-08-01 20.1 20.5 20.1 20.5 5.310626 1226000
2620 1972-08-02 20.5 20.575001 20.424999 20.450001 5.297678 844000
2621 1972-08-03 20.450001 20.825001 20.4 20.762501 5.396447 1462000
2622 1972-08-04 20.762501 20.85 20.625 20.799999 5.406189 648000
2623 1972-08-07 20.799999 21.012501 20.762501 20.887501 5.428934 1000000
2624 1972-08-08 20.887501 20.950001 20.775 20.9125 5.43543 602000
2625 1972-08-09 20.9125 21.174999 20.9 21.174999 5.50366 682000
2626 1972-08-10 21.174999 21.25 21.0625 21.174999 5.50366 910000
2627 1972-08-11 21.174999 21.275 21.112499 21.275 5.529651 744000
2628 1972-08-14 21.275 21.3375 21.237499 21.237499 5.519903 658000
2629 1972-08-15 21.137501 21.137501 20.950001 21.012501 5.461421 680000
2630 1972-08-16 21.012501 21.075001 20.799999 20.799999 5.406189 356000
2631 1972-08-17 20.799999 20.862499 20.6625 20.6625 5.370453 522000
2632 1972-08-18 20.6625 20.825001 20.575001 20.575001 5.347711 498000
2633 1972-08-21 20.575001 20.6875 20.4125 20.525 5.334714 410000
2634 1972-08-22 20.549999 20.725 20.549999 20.637501 5.363955 494000
2635 1972-08-23 20.637501 20.700001 20.575001 20.65 5.367204 294000
2636 1972-08-24 20.65 20.674999 20.356251 20.362499 5.292481 340000
2637 1972-08-25 20.362499 20.4 20.275 20.299999 5.276235 566000
2638 1972-08-28 20.299999 20.375 20.2125 20.2125 5.253494 398000
2639 1972-08-29 20.2125 20.450001 20.15 20.4375 5.311972 728000
2640 1972-08-30 20.4375 20.475 20.35 20.4 5.302225 344000
2641 1972-08-31 20.4 20.4625 20.299999 20.424999 5.308723 442000
2642 1972-09-01 20.424999 20.487499 20.262501 20.3125 5.279482 384000
2643 1972-09-05 20.3125 20.3375 20.225 20.237499 5.259988 342000
2644 1972-09-06 20.237499 20.275 20.049999 20.0625 5.214505 352000
2645 1972-09-07 20.0625 20.15 19.9375 19.975 5.191762 454000
2646 1972-09-08 19.975 20.025 19.9375 19.9375 5.182017 372000
2647 1972-09-11 19.887501 19.887501 19.674999 19.825001 5.152779 430000
2648 1972-09-12 19.825001 19.924999 19.6625 19.75 5.133283 572000
2649 1972-09-13 19.75 19.9 19.6625 19.9 5.172271 546000
2650 1972-09-14 19.9 20.025 19.862499 19.975 5.191762 372000
2651 1972-09-15 19.975 20.012501 19.887501 19.887501 5.169021 388000
2652 1972-09-18 19.85 19.85 19.700001 19.8125 5.149525 344000
2653 1972-09-19 19.85 19.9625 19.85 19.85 5.159274 384000
2654 1972-09-20 19.85 20.043751 19.85 20.025 5.204755 372000
2655 1972-09-21 20.025 20.049999 19.924999 19.975 5.191762 394000
2656 1972-09-22 19.975 19.987499 19.825001 19.9125 5.175517 466000
2657 1972-09-25 19.9125 19.950001 19.862499 19.9125 5.175517 372000
2658 1972-09-26 19.9125 20.075001 19.9 19.90625 5.173893 566000
2659 1972-09-27 19.9125 20.35 19.9125 20.35 5.289227 794000
2660 1972-09-28 20.2875 20.2875 20.075001 20.2125 5.253494 778000
2661 1972-09-29 20.2125 20.3375 20.174999 20.325001 5.282731 670000
2662 1972-10-02 20.325001 20.3375 20.174999 20.262501 5.266486 484000
2663 1972-10-03 20.262501 20.375 20.262501 20.3375 5.285983 450000
2664 1972-10-04 20.3375 20.393749 20.1625 20.1625 5.240502 450000
2665 1972-10-05 20.1625 20.174999 19.75 19.75 5.133283 740000
2666 1972-10-06 19.75 20.1875 19.6875 20.075001 5.217752 738000
2667 1972-10-09 20.075001 20.168751 20.0 20.012501 5.20151 220000
2668 1972-10-10 20.012501 20.15 19.6 19.700001 5.120288 1108000
2669 1972-10-11 19.700001 19.7125 19.200001 19.5375 5.078049 2046000
2670 1972-10-12 19.424999 19.424999 19.225 19.225 4.99683 1050000
2671 1972-10-13 19.174999 19.174999 18.862499 18.950001 4.925352 1440000
2672 1972-10-16 18.950001 19.0 18.112499 18.225 4.736916 1904000
2673 1972-10-17 18.225 18.6 18.075001 18.512501 4.811643 2628000
2674 1972-10-18 18.725 18.987499 18.725 18.950001 4.925352 1614000
2675 1972-10-19 18.950001 18.9625 18.775 18.924999 4.918855 812000
2676 1972-10-20 18.924999 19.35 18.9 19.35 5.029315 798000
2677 1972-10-23 19.450001 19.625 19.450001 19.525 5.074804 552000
2678 1972-10-24 19.525 19.525 19.275 19.4625 5.058555 550000
2679 1972-10-25 19.4375 19.4375 19.15 19.174999 4.983831 322000
2680 1972-10-26 19.174999 19.174999 18.85 18.875 4.905859 810000
2681 1972-10-27 18.9125 19.0375 18.9125 18.9375 4.922103 486000
2682 1972-10-30 18.9375 19.049999 18.9 18.987499 4.935098 278000
2683 1972-10-31 19.049999 19.275 19.049999 19.275 5.009829 500000
2684 1972-11-01 19.299999 19.487499 19.299999 19.475 5.061808 744000
2685 1972-11-02 19.475 19.549999 19.4125 19.549999 5.081301 550000
2686 1972-11-03 19.543751 19.543751 19.35 19.393749 5.040684 512000
2687 1972-11-06 19.393749 19.424999 18.825001 19.049999 4.951347 1024000
2688 1972-11-08 19.049999 19.15 18.6625 18.825001 4.910261 1156000
2689 1972-11-09 18.8125 18.8125 18.549999 18.575001 4.845051 820000
2690 1972-11-10 18.575001 18.737499 18.5625 18.612499 4.854836 834000
2691 1972-11-13 18.6625 18.85 18.6625 18.8375 4.91352 704000
2692 1972-11-14 18.9375 19.4 18.9375 19.4 5.06024 998000
2693 1972-11-15 19.4 19.5 19.2125 19.2125 5.011335 568000
2694 1972-11-16 19.2125 19.275 19.137501 19.25 5.021118 496000
2695 1972-11-17 19.25 19.262501 19.025 19.200001 5.008075 402000
2696 1972-11-20 19.200001 19.275 19.137501 19.25 5.021118 366000
2697 1972-11-21 19.262501 19.4 19.262501 19.362499 5.050457 652000
2698 1972-11-22 19.362499 19.725 19.35 19.700001 5.138494 904000
2699 1972-11-24 19.700001 19.7125 19.424999 19.450001 5.073291 480000
2700 1972-11-27 19.362499 19.362499 19.200001 19.275 5.027637 400000
2701 1972-11-28 19.275 19.3125 19.075001 19.112499 4.98525 398000
2702 1972-11-29 19.112499 19.35 19.0 19.35 5.047205 540000
2703 1972-11-30 19.35 19.5625 19.35 19.549999 5.099366 440000
2704 1972-12-01 19.549999 20.049999 19.549999 19.9 5.190661 1124000
2705 1972-12-04 19.9625 20.0375 19.9625 20.025 5.223264 1088000
2706 1972-12-05 20.0 20.0 19.887501 19.9 5.190661 578000
2707 1972-12-06 19.9 19.950001 19.799999 19.85 5.177621 640000
2708 1972-12-07 19.85 19.875 19.799999 19.8375 5.17436 504000
2709 1972-12-08 19.862499 20.225 19.862499 20.15 5.255871 934000
2710 1972-12-11 20.15 20.25 20.1 20.2125 5.272174 616000
2711 1972-12-12 20.1875 20.1875 19.924999 19.950001 5.203703 610000
2712 1972-12-13 19.950001 19.950001 19.8125 19.8125 5.167836 416000
2713 1972-12-14 19.8125 19.85 19.725 19.775 5.15806 422000
2714 1972-12-15 19.799999 20.049999 19.799999 19.90625 5.192292 570000
2715 1972-12-18 19.875 19.875 19.625 19.725 5.145014 798000
2716 1972-12-19 19.6875 19.6875 19.5 19.5 5.086327 752000
2717 1972-12-20 19.5 19.637501 19.299999 19.475 5.079806 620000
2718 1972-12-21 19.475 19.487499 19.275 19.275 5.027637 516000
2719 1972-12-22 19.275 19.525 19.25 19.525 5.092848 360000
2720 1972-12-26 19.575001 19.775 19.575001 19.5875 5.109152 292000
2721 1972-12-27 19.612499 19.950001 19.612499 19.950001 5.203703 556000
2722 1972-12-29 19.950001 20.15 19.950001 20.1 5.242828 930000
2723 1973-01-02 20.225 20.475 20.225 20.450001 5.334124 726000
2724 1973-01-03 20.4625 20.6875 20.4625 20.4625 5.337384 1090000
2725 1973-01-04 20.4625 20.625 20.299999 20.5875 5.369988 924000
2726 1973-01-05 20.637501 20.975 20.637501 20.9375 5.461281 1204000
2727 1973-01-08 20.9375 21.0 20.799999 20.9375 5.461281 654000
2728 1973-01-09 20.9375 20.9625 20.762501 20.875 5.444976 676000
2729 1973-01-10 20.775 20.775 20.5625 20.575001 5.366727 496000
2730 1973-01-11 20.6 21.15 20.6 20.762501 5.415635 1060000
2731 1973-01-12 20.862499 21.25 20.862499 21.0 5.477583 994000
2732 1973-01-15 21.137501 21.450001 21.137501 21.1625 5.519968 1374000
2733 1973-01-16 21.1625 21.237499 21.0375 21.125 5.510186 908000
2734 1973-01-17 21.125 21.2125 21.0375 21.200001 5.529749 418000
2735 1973-01-18 21.35 21.5 21.35 21.44375 5.593329 752000
2736 1973-01-19 21.44375 21.950001 21.362499 21.950001 5.725378 1196000
2737 1973-01-22 21.950001 21.950001 21.799999 21.799999 5.686251 690000
2738 1973-01-23 21.799999 22.237499 21.6875 22.2125 5.793849 1096000
2739 1973-01-24 22.2125 22.424999 21.725 21.799999 5.686251 1302000
2740 1973-01-26 21.799999 21.9 21.612499 21.887501 5.709074 1106000
2741 1973-01-29 21.887501 22.1 21.700001 22.075001 5.757981 800000
2742 1973-01-30 22.075001 22.25 21.924999 21.950001 5.725378 890000
2743 1973-01-31 21.887501 21.887501 21.725 21.775 5.679727 546000
2744 1973-02-01 21.775 21.9 21.424999 21.450001 5.594963 696000
2745 1973-02-02 21.450001 21.6 21.35 21.487499 5.604743 828000
2746 1973-02-05 21.487499 21.6 21.424999 21.5 5.608 350000
2747 1973-02-06 21.549999 22.0 21.549999 21.887501 5.709074 690000
2748 1973-02-07 21.924999 22.1 21.924999 21.924999 5.737204 742000
2749 1973-02-08 21.924999 21.950001 21.575001 21.875 5.72412 1034000
2750 1973-02-09 21.887501 22.299999 21.887501 22.299999 5.835333 784000
2751 1973-02-12 22.325001 22.5 22.325001 22.424999 5.868045 686000
2752 1973-02-13 22.549999 22.825001 22.549999 22.549999 5.900751 1264000
2753 1973-02-14 22.5375 22.5375 22.275 22.28125 5.830429 586000
2754 1973-02-15 22.28125 22.362499 22.012501 22.075001 5.776457 796000
2755 1973-02-16 22.075001 22.137501 21.9625 22.0625 5.773186 488000
2756 1973-02-20 22.15 22.35 22.15 22.35 5.848418 534000
2757 1973-02-21 22.35 22.375 22.049999 22.1875 5.805894 426000
2758 1973-02-22 22.1875 22.25 21.924999 22.200001 5.809167 630000
2759 1973-02-23 22.125 22.125 21.6 21.674999 5.671787 744000
2760 1973-02-26 21.674999 21.674999 21.362499 21.549999 5.639081 1048000
2761 1973-02-27 21.549999 21.6 21.1 21.15 5.534405 952000
2762 1973-02-28 21.15 21.575001 20.924999 21.575001 5.645617 1144000
2763 1973-03-01 21.575001 21.75 21.325001 21.35 5.58674 926000
2764 1973-03-02 21.35 22.200001 21.1 22.1 5.782998 966000
2765 1973-03-05 22.1 22.106251 21.625 21.9375 5.74047 1040000
2766 1973-03-06 21.9375 22.2875 21.762501 21.862499 5.720853 854000
2767 1973-03-07 21.924999 22.275 21.924999 22.049999 5.769914 696000
2768 1973-03-08 22.049999 22.1625 21.9125 22.025 5.763373 546000
2769 1973-03-09 22.025 22.125 21.9 21.975 5.750289 378000
2770 1973-03-12 22.0375 22.200001 22.0375 22.125 5.789539 380000
2771 1973-03-13 22.125 22.3375 22.1 22.237499 5.81898 492000
2772 1973-03-14 22.237499 22.475 22.237499 22.4375 5.871315 586000
2773 1973-03-15 22.4375 22.487499 22.200001 22.200001 5.809167 548000
2774 1973-03-16 22.200001 22.424999 22.025 22.174999 5.802622 618000
2775 1973-03-19 22.143749 22.143749 21.875 21.893749 5.729029 530000
2776 1973-03-20 21.893749 22.0 21.674999 21.887501 5.727396 580000
2777 1973-03-21 21.887501 22.0625 21.512501 21.525 5.632538 550000
2778 1973-03-22 21.44375 21.44375 21.2125 21.275 5.567116 1046000
2779 1973-03-23 21.275 21.450001 20.975 21.4 5.59983 1198000
2780 1973-03-26 21.4 21.75 21.362499 21.625 5.658703 692000
2781 1973-03-27 21.625 21.924999 21.6 21.875 5.72412 662000
2782 1973-03-28 21.875 21.887501 21.700001 21.725 5.684872 486000
2783 1973-03-29 21.725 21.950001 21.700001 21.9375 5.74047 654000
2784 1973-03-30 21.875 21.875 21.525 21.575001 5.645617 570000
2785 1973-04-02 21.575001 21.637501 21.35 21.4 5.59983 310000
2786 1973-04-03 21.4 21.4375 21.200001 21.2125 5.550763 898000
2787 1973-04-04 21.2125 21.325001 21.0 21.15 5.534405 680000
2788 1973-04-05 21.15 21.200001 21.0 21.143749 5.53277 756000
2789 1973-04-06 21.1625 21.4 21.1625 21.174999 5.540947 480000
2790 1973-04-09 21.174999 21.475 21.025 21.475 5.619449 464000
2791 1973-04-10 21.487499 21.75 21.487499 21.7125 5.681599 636000
2792 1973-04-11 21.7125 21.8125 21.325001 21.512501 5.629264 730000
2793 1973-04-12 21.512501 21.612499 21.4375 21.612499 5.655434 554000
2794 1973-04-13 21.5375 21.5375 21.424999 21.487499 5.622728 344000
2795 1973-04-16 21.487499 21.487499 21.25 21.262501 5.563848 402000
2796 1973-04-17 21.262501 21.2875 21.174999 21.25 5.560577 416000
2797 1973-04-18 21.25 21.6 21.2125 21.6 5.652161 560000
2798 1973-04-19 21.6 21.625 21.4125 21.450001 5.612909 626000
2799 1973-04-23 21.4125 21.4125 21.225 21.275 5.567116 446000
2800 1973-04-24 21.174999 21.174999 20.75 20.762501 5.43301 914000
2801 1973-04-25 20.487499 20.487499 20.3125 20.375 5.331612 1406000
2802 1973-04-26 20.375 20.575001 20.275 20.487499 5.361049 948000
2803 1973-04-27 20.487499 20.549999 20.25625 20.262501 5.30217 802000
2804 1973-04-30 20.262501 20.450001 20.0625 20.4 5.338155 1082000
2805 1973-05-01 20.575001 20.887501 20.575001 20.768749 5.434647 726000
2806 1973-05-02 20.575001 20.887501 20.575001 20.768749 5.434647 726000
2807 1973-05-03 20.768749 21.200001 20.512501 21.200001 5.547492 912000
2808 1973-05-04 21.200001 21.262501 21.049999 21.0875 5.536331 576000
2809 1973-05-07 20.950001 20.950001 20.8125 20.85 5.473978 508000
2810 1973-05-08 20.85 21.1 20.799999 21.1 5.539613 448000
2811 1973-05-09 21.1 21.15 20.700001 20.700001 5.434599 636000
2812 1973-05-10 20.700001 20.775 20.4625 20.525 5.388655 544000
2813 1973-05-11 20.475 20.475 20.275 20.28125 5.324659 674000
2814 1973-05-14 20.174999 20.174999 19.762501 19.80625 5.199953 1400000
2815 1973-05-15 19.80625 20.1 19.612499 20.0 5.250822 1322000
2816 1973-05-16 20.0 20.1 19.875 20.0 5.250822 834000
2817 1973-05-17 20.0 20.0 19.8375 19.85 5.21144 456000
2818 1973-05-18 19.75 19.75 19.424999 19.450001 5.106423 1420000
2819 1973-05-21 19.3375 19.3375 19.075001 19.3375 5.076886 1444000
2820 1973-05-22 19.424999 19.6875 19.424999 19.5 5.11955 1100000
2821 1973-05-23 19.5 19.825001 19.450001 19.487499 5.116266 954000
2822 1973-05-24 19.5 20.025 19.5 20.025 5.257384 1284000
2823 1973-05-25 20.025 20.4 19.875 20.4 5.35584 1260000
2824 1973-05-29 20.53125 20.53125 20.21875 20.21875 5.308252 488000
2825 1973-05-30 20.21875 20.25 19.921875 19.9375 5.234411 622400
2826 1973-05-31 19.9375 19.984375 19.625 19.671875 5.164673 755200
2827 1973-06-01 19.625 19.625 19.375 19.375 5.086735 696000
2828 1973-06-04 19.375 19.421875 19.195313 19.359375 5.082628 662400
2829 1973-06-05 19.359375 19.8125 19.359375 19.8125 5.201592 712000
2830 1973-06-06 19.8125 19.984375 19.570313 19.6875 5.168776 638400
2831 1973-06-07 19.90625 20.78125 19.90625 20.125 5.28364 649600
2832 1973-06-08 20.125 20.328125 20.0625 20.265625 5.320557 564800
2833 1973-06-11 20.265625 20.4375 20.15625 20.1875 5.300045 516800
2834 1973-06-12 20.203125 20.625 20.203125 20.578125 5.402604 763200
2835 1973-06-13 20.578125 20.84375 20.53125 20.59375 5.406702 907200
2836 1973-06-14 20.53125 20.53125 20.0 20.0625 5.267228 726400
2837 1973-06-15 19.984375 19.984375 19.71875 19.890625 5.222108 584000
2838 1973-06-18 19.8125 19.8125 19.554688 19.625 5.152368 411200
2839 1973-06-19 19.625 19.875 19.445313 19.875 5.218004 728000
2840 1973-06-20 19.875 20.140625 19.859375 20.09375 5.275432 504000
2841 1973-06-21 19.9375 19.9375 19.609375 19.71875 5.176979 422400
2842 1973-06-22 19.71875 20.0 19.703125 19.796875 5.197492 617600
2843 1973-06-25 19.632813 19.632813 19.289063 19.296875 5.066218 593600
2844 1973-06-26 19.296875 19.71875 19.125 19.546875 5.131857 1084800
2845 1973-06-27 19.546875 19.65625 19.34375 19.578125 5.140062 446400
2846 1973-06-28 19.578125 19.984375 19.5625 19.984375 5.246719 577600
2847 1973-06-29 19.96875 19.96875 19.734375 19.8125 5.201592 364800
2848 1973-07-02 19.625 19.625 19.078125 19.078125 5.008789 553600
2849 1973-07-03 19.0 19.0 18.4375 18.65625 4.898031 1688000
2850 1973-07-05 18.65625 18.8125 18.53125 18.75 4.922647 588800
2851 1973-07-06 18.75 18.875 18.671875 18.765625 4.926748 470400
2852 1973-07-09 18.765625 19.09375 18.703125 19.09375 5.01289 680000
2853 1973-07-10 19.265625 19.625 19.265625 19.625 5.152368 1120000
2854 1973-07-11 19.6875 20.0 19.6875 20.0 5.250822 990400
2855 1973-07-12 19.9375 19.9375 19.609375 19.609375 5.148263 699200
2856 1973-07-13 19.609375 19.78125 19.375 19.375 5.086735 313600
2857 1973-07-16 19.375 19.9375 19.21875 19.9375 5.234411 708800
2858 1973-07-17 19.9375 19.96875 19.320313 19.375 5.086735 628800
2859 1973-07-18 19.375 19.75 19.25 19.640625 5.156465 806400
2860 1973-07-19 19.640625 19.953125 19.53125 19.6875 5.168776 806400
2861 1973-07-20 19.6875 19.90625 19.5625 19.6875 5.168776 492800
2862 1973-07-23 19.6875 19.78125 19.40625 19.546875 5.131857 484800
2863 1973-07-24 19.546875 19.59375 19.3125 19.484375 5.115447 670400
2864 1973-07-25 19.625 20.15625 19.625 19.9375 5.234411 1307200
2865 1973-07-26 19.9375 20.140625 19.734375 19.921875 5.23031 641600
2866 1973-07-27 19.921875 20.046875 19.8125 19.875 5.218004 574400
2867 1973-07-30 19.875 20.046875 19.765625 20.046875 5.263126 438400
2868 1973-07-31 20.046875 20.21875 19.65625 19.65625 5.16057 668800
2869 1973-08-01 19.65625 19.671875 19.4375 19.46875 5.111345 572800
2870 1973-08-02 19.46875 19.625 19.390625 19.5625 5.13596 510400
2871 1973-08-03 19.5 19.5 19.390625 19.46875 5.111345 227200
2872 1973-08-06 19.46875 19.546875 19.265625 19.4375 5.103141 500800
2873 1973-08-07 19.421875 19.421875 19.25 19.25 5.053917 536000
2874 1973-08-08 19.125 19.125 19.0 19.0 5.006483 595200
2875 1973-08-09 19.0 19.171875 18.953125 18.96875 4.998251 598400
2876 1973-08-10 18.96875 19.09375 18.789063 18.828125 4.961194 534400
2877 1973-08-13 18.828125 18.875 18.78125 18.84375 4.965312 353600
2878 1973-08-14 18.84375 18.96875 18.6875 18.734375 4.936491 766400
2879 1973-08-15 18.734375 18.96875 18.65625 18.90625 4.981779 721600
2880 1973-08-16 18.90625 19.046875 18.765625 18.78125 4.948843 371200
2881 1973-08-17 18.78125 18.875 18.703125 18.78125 4.948843 334400
2882 1973-08-20 18.78125 18.828125 18.625 18.734375 4.936491 326400
2883 1973-08-21 18.734375 18.796875 18.609375 18.609375 4.903554 652800
2884 1973-08-22 18.609375 18.75 18.578125 18.609375 4.903554 457600
2885 1973-08-23 18.625 18.765625 18.625 18.703125 4.928258 438400
2886 1973-08-24 18.703125 18.734375 18.640625 18.640625 4.911791 539200
2887 1973-08-27 18.640625 19.03125 18.640625 19.03125 5.014719 456000
2888 1973-08-28 19.03125 19.15625 18.953125 19.0 5.006483 729600
2889 1973-08-29 19.0 19.0625 18.90625 19.015625 5.010602 446400
2890 1973-08-30 19.015625 19.015625 18.921875 18.953125 4.99413 448000
2891 1973-08-31 18.9375 18.9375 18.6875 18.8125 4.957079 417600
2892 1973-09-04 18.78125 18.78125 18.546875 18.554688 4.889144 683200
2893 1973-09-05 18.554688 18.625 18.46875 18.609375 4.903554 644800
2894 1973-09-06 18.609375 18.671875 18.59375 18.640625 4.911791 502400
2895 1973-09-07 18.640625 18.640625 18.5 18.507813 4.876793 590400
2896 1973-09-10 18.5 18.5 18.328125 18.328125 4.829447 558400
2897 1973-09-11 18.21875 18.21875 17.828125 17.875 4.710049 1142400
2898 1973-09-12 17.890625 18.28125 17.890625 18.15625 4.784156 747200
2899 1973-09-13 18.15625 18.375 18.15625 18.265625 4.812973 508800
2900 1973-09-14 18.265625 18.625 18.15625 18.625 4.907673 510400
2901 1973-09-17 17.820313 17.820313 16.921875 17.0 4.479487 2640000
2902 1973-09-18 16.3125 16.3125 15.796875 16.21875 4.273629 4646400
2903 1973-09-19 16.625 16.921875 16.625 16.921875 4.458898 2176000
2904 1973-09-20 16.921875 16.984375 16.625 16.796875 4.425961 1545600
2905 1973-09-21 16.53125 16.53125 16.125 16.25 4.281863 1585600
2906 1973-09-24 16.25 16.296875 15.65625 15.71875 4.141877 1614400
2907 1973-09-25 15.8125 16.3125 15.8125 16.21875 4.273629 1249600
2908 1973-09-26 16.28125 16.71875 16.28125 16.28125 4.290095 1033600
2909 1973-09-27 16.28125 16.53125 16.1875 16.25 4.281863 822400
2910 1973-09-28 16.25 16.3125 16.0625 16.125 4.248924 652800
2911 1973-10-01 16.109375 16.109375 15.9375 16.109375 4.244809 630400
2912 1973-10-02 16.09375 16.09375 15.84375 15.96875 4.207754 760000
2913 1973-10-03 15.875 15.875 15.453125 15.53125 4.092472 2358400
2914 1973-10-04 15.53125 15.71875 15.3125 15.71875 4.141877 1713600
2915 1973-10-05 15.78125 16.375 15.78125 16.21875 4.273629 1121600
2916 1973-10-08 16.21875 16.46875 15.9375 16.359375 4.310679 796800
2917 1973-10-09 16.359375 16.359375 16.359375 16.359375 4.310679 0
2918 1973-10-10 16.90625 17.78125 16.90625 17.125 4.512424 2347200
2919 1973-10-11 17.34375 17.734375 17.34375 17.5625 4.627709 1324800
2920 1973-10-12 17.5625 17.78125 17.5625 17.625 4.644174 832000
2921 1973-10-15 17.515625 17.515625 17.375 17.453125 4.598884 633600
2922 1973-10-16 17.453125 17.625 17.25 17.617188 4.642115 649600
2923 1973-10-17 17.617188 17.8125 17.578125 17.703125 4.664759 809600
2924 1973-10-18 17.703125 18.28125 17.703125 17.96875 4.734749 1004800
2925 1973-10-19 18.0625 18.4375 18.0625 18.21875 4.800631 729600
2926 1973-10-22 18.015625 18.015625 17.5 17.5 4.611238 667200
2927 1973-10-23 17.5 18.109375 17.203125 17.875 4.710049 713600
2928 1973-10-24 17.875 18.046875 17.734375 17.96875 4.734749 393600
2929 1973-10-25 17.96875 18.21875 17.84375 18.0625 4.759454 824000
2930 1973-10-26 18.0625 18.234375 17.6875 17.84375 4.701814 974400
2931 1973-10-29 17.84375 18.046875 17.75 17.8125 4.69358 635200
2932 1973-10-30 17.796875 17.796875 17.40625 17.40625 4.586532 820800
2933 1973-10-31 17.40625 17.609375 17.328125 17.515625 4.615354 739200
2934 1973-11-01 17.515625 17.796875 17.40625 17.578125 4.631823 492800
2935 1973-11-02 17.578125 17.8125 17.5 17.515625 4.615354 584000
2936 1973-11-05 17.4375 17.4375 17.1875 17.296875 4.557712 644800
2937 1973-11-06 17.296875 17.546875 17.25 17.25 4.545359 531200
2938 1973-11-07 17.25 17.46875 17.21875 17.296875 4.557712 390400
2939 1973-11-08 17.625 17.859375 17.625 17.640625 4.667178 926400
2940 1973-11-09 17.625 17.625 17.390625 17.398438 4.6031 540800
2941 1973-11-12 17.398438 17.796875 17.265625 17.765625 4.700249 710400
2942 1973-11-13 17.9375 18.125 17.9375 18.109375 4.791197 1001600
2943 1973-11-14 18.109375 18.125 17.734375 17.9375 4.745721 824000
2944 1973-11-15 17.875 17.875 17.21875 17.5 4.629976 1083200
2945 1973-11-16 17.515625 18.015625 17.515625 17.78125 4.704383 833600
2946 1973-11-19 17.78125 17.789063 17.195313 17.25 4.56383 668800
2947 1973-11-20 17.171875 17.171875 16.695313 17.0 4.497688 1012800
2948 1973-11-21 17.0 17.359375 16.875 17.296875 4.576231 848000
2949 1973-11-23 17.265625 17.265625 17.0 17.03125 4.505957 427200
2950 1973-11-26 16.84375 16.84375 16.625 16.625 4.398476 784000
2951 1973-11-27 16.625 16.765625 16.46875 16.46875 4.357132 788800
2952 1973-11-28 16.53125 16.921875 16.53125 16.828125 4.452215 665600
2953 1973-11-29 16.828125 16.9375 16.578125 16.625 4.398476 702400
2954 1973-11-30 16.625 16.75 16.4375 16.5625 4.38194 521600
2955 1973-12-03 16.546875 16.546875 15.96875 16.15625 4.274457 1004800
2956 1973-12-04 16.15625 16.28125 15.953125 15.953125 4.220716 899200
2957 1973-12-05 15.953125 16.109375 15.8125 15.828125 4.187646 870400
2958 1973-12-06 15.828125 16.296875 15.820313 16.296875 4.311665 742400
2959 1973-12-07 16.296875 16.6875 16.21875 16.5625 4.38194 852800
2960 1973-12-10 16.5625 16.625 16.3125 16.4375 4.348866 934400
2961 1973-12-11 16.4375 16.46875 15.703125 15.71875 4.15871 1017600
2962 1973-12-12 15.71875 15.8125 15.5625 15.664063 4.144238 872000
2963 1973-12-13 15.664063 15.9375 15.65625 15.75 4.166978 478400
2964 1973-12-14 15.71875 15.71875 15.21875 15.375 4.06776 1622400
2965 1973-12-17 15.28125 15.28125 14.890625 15.0 3.968547 718400
2966 1973-12-18 15.0 15.59375 14.921875 15.59375 4.125636 713600
2967 1973-12-19 15.59375 15.875 15.515625 15.671875 4.146306 758400
2968 1973-12-20 15.671875 15.6875 15.15625 15.1875 4.018157 734400
2969 1973-12-21 15.1875 15.25 14.984375 15.03125 3.976815 667200
2970 1973-12-24 14.9375 14.9375 14.695313 14.84375 3.92721 486400
2971 1973-12-26 15.21875 15.53125 15.21875 15.53125 4.109101 684800
2972 1973-12-27 15.71875 16.015625 15.71875 15.9375 4.216585 702400
2973 1973-12-28 15.9375 15.9375 15.53125 15.578125 4.121502 486400
2974 1973-12-31 15.578125 15.59375 15.3125 15.421875 4.080162 564800
2975 1974-01-02 15.421875 15.4375 15.0625 15.171875 4.014022 809600
2976 1974-01-03 15.171875 15.359375 14.921875 14.953125 3.956146 859200
2977 1974-01-04 14.875 14.875 14.34375 14.421875 3.815593 1486400
2978 1974-01-07 14.421875 14.421875 14.0625 14.203125 3.757721 1155200
2979 1974-01-08 14.203125 14.421875 14.125 14.25 3.770125 899200
2980 1974-01-09 14.25 14.265625 14.078125 14.234375 3.765988 617600
2981 1974-01-10 14.234375 14.6875 14.21875 14.3125 3.786654 816000
2982 1974-01-11 14.5 15.0 14.5 15.0 3.968547 659200
2983 1974-01-14 15.0 15.359375 14.6875 14.8125 3.918942 880000
2984 1974-01-15 14.8125 15.140625 14.78125 14.945313 3.954082 649600
2985 1974-01-16 14.945313 15.28125 14.921875 15.234375 4.030556 680000
2986 1974-01-17 15.453125 15.71875 15.453125 15.671875 4.146306 888000
